1 629
2 976
3 932
4 1586
5 1989
6 2286
7 2138
8 2381
9 2237
10 2637
11 2752
12 2510
13 2528
14 1643
15 1337
16 1290
17 1478
18 1519
19 1507
20 1052
21 861
22 771
23 880
24 727
