1 620
2 966
3 922
4 1575
5 1972
6 2257
7 2116
8 2346
9 2182
10 2587
11 2703
12 2461
13 2486
14 1627
15 1328
16 1252
17 1462
18 1503
19 1496
20 1037
21 831
22 747
23 868
24 713
