1008982571 0 0 0 0 0 1166 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1008983145 0 0 0 0 0 1168 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1008983829 0 0 0 0 0 1596 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1010033503 0 0 0 0 0 1596 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1010044200 0 0 0 0 0 1617 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1010045378 0 0 0 0 0 1619 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1010048681 0 0 0 0 0 1621 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1010261215 0 0 0 0 0 1621 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1010262375 0 0 0 0 0 1621 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1010343275 0 0 0 0 0 1621 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1010804756 0 0 0 0 0 1621 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1019821555 0 0 0 0 0 3414 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1019856045 0 0 0 0 0 3422 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1019858503 0 0 0 0 0 3501 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1019944551 0 0 0 0 0 3507 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1020419059 0 0 0 0 0 3508 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1020419373 0 0 0 0 0 3510 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1020419476 0 0 0 0 0 3518 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1020419564 0 0 0 0 0 3566 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1020849770 0 0 0 0 0 3567 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1020850695 0 0 0 0 0 3568 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1020851136 0 0 0 0 0 3570 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1021096135 0 0 0 0 0 3622 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1022181683 0 0 0 0 0 4020 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1022682251 0 0 0 0 0 4063 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1022682373 0 0 0 0 0 4076 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1022841780 0 0 0 0 0 4082 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1022841808 0 0 0 0 0 4088 0 0 0 0 0 0 0 0 0 0 0 0 0 0
